surah_number,ayah_number,transliteration_converted
47,28,Ḏalika biʼannahumu attabaɛu ma ʼasxaṭa Allaha wa karihu riḍwanahu faʼaḥbaṭa ʼaɛmalahum.
47,29,ʼam ḥasiba al-laḏina fi qulubihim maraḍun ʼan lan yuxrija Allahu ʼaḍɣanahum.
47,30,Wa law nacaʼu laʼaraynakahum falaɛaraftahum bisimahum wa lataɛrifannahum fi laḥni al-qawli wa Allahu yaɛlamu ʼaɛmalakum.
47,31,Wa lanabluwannakum ḥatta naɛlama al-mujahidina minkum wa aṣ-ṣabirina wa nabluwa ʼaxbarakum.
47,32,ʼinna al-laḏina kafaru wa ṣaddu ɛan sabili Allahi wa caqqu ar-rasula min baɛdi ma tabayyana lahumu al-huda lan yaḍurru Allaha cayʼan wa sayuḥbiṭu ʼaɛmalahum.
47,33,Ya ʼayyuha al-laḏina ʼamanu ʼaṭiɛu Allaha wa ʼaṭiɛu ar-rasula wa la tubṭilu ʼaɛmalakum.
47,34,ʼinna al-laḏina kafaru wa ṣaddu ɛan sabili Allahi ṯumma matu wa hum kuffarun falan yaɣfira Allahu lahum.
47,35,Fala tahinu wa tadɛu ʼila as-salmi wa ʼantum al-ʼaɛlawna wa Allahu maɛakum wa lan yatirakum ʼaɛmalakum.
47,36,ʼinnama al-ḥayatu ad-dunya laɛibun wa lahwun wa ʼin tuʼminu wa tattaqu yuʼtikum ʼujurakum wa la yasʼalkum ʼamwalakum.
47,37,ʼin yasʼalkumuha fayuḥfikum tabxalu wa yuxrij ʼaḍɣanakum.
47,38,Haʼantum haʼuulaʼ tudɛawna litunfiqu fi sabili Allahi faminkum man yabxalu wa man yabxal faʼinnama yabxalu ɛan nafsihi wa Allahu al-ɣaniyu wa ʼantumu al-fuqaraʼu wa ʼin tatawallaw yastabdil qawman ɣayrakum ṯumma la yakunu ʼamṯalakum.
48,1,ʼinna fataḥna laka fatḥan mubinan.
48,2,Liyaɣfira laka Allahu ma taqaddama min ḏanbika wa ma taʼaxxara wa yutimma niɛmatahu ɛalayka wa yahdiyaka ṣiraṭan mustaqiman.
48,3,Wa yanṣuraka Allahu naṣran ɛazizan.
48,4,Huwa al-laḏi ʼanzala as-sakinata fi qulubi al-muʼminina liyazdadu ʼimanan maɛa ʼimanihim wa Lillahi junudu as-samawati wa al-ʼarḍi wa kana Allahu ɛaliman ḥakiman.
48,5,Liyudxila al-muʼminina wa al-muʼminati jannatin tajri min taḥtiha al-ʼanharu xalidina fiha wa yukaffira ɛanhum sayyiʼatihim wa kana ḏalika ɛinda Allahi fawzan ɛaḏ̣iman.
48,6,Wa yuɛaḏḏiba al-munafiqina wa al-munafiqati wa al-mucrikina wa al-mucrikati aḏ̣-ḏ̣annina Billahi ḏ̣anna as-sawʼi ɛalayhim daʼiratu as-sawʼi wa ɣaḍiba Allahu ɛalayhim wa laɛanahum wa ʼaɛadda lahum jahannama wa saʼat maṣiran.
48,7,Wa Lillahi junudu as-samawati wa al-ʼarḍi wa kana Allahu ɛazizan ḥakiman.
48,8,ʼinna ʼarsalnaka cahidan wa mubacciran wa naḏiran.
48,9,Lituʼminu Billahi wa rasulihi wa tuɛazziruhu wa tuwaqqiruhu wa tusabbiḥuhu bukratan wa ʼaṣilan.
48,10,ʼinna al-laḏina yubayiɛunaka ʼinnama yubayiɛuna Allaha yadu Allahi fawqa ʼaydihim faman nakaṯa faʼinnama yankuṯu ɛala nafsihi wa man ʼawfa bima ɛahada ɛalayhu Allaha fasayuʼtihi ʼajran ɛaḏ̣iman.
48,11,Sayaqulu laka al-muxallafuna mina al-ʼaɛrabi caɣalatna ʼamwaluna wa ʼahluna fastaɣfir lana yaquluna biʼalsinatihim ma laysa fi qulubihim qul faman yamliku lakum mina Allahi cayʼan ʼin ʼarada bikum ḍarran ʼaw ʼarada bikum nafɛan bal kana Allahu bima taɛmaluna xabiran.
48,12,Bal ḏ̣anantum ʼan lan yanqaliba ar-rasulu wa al-muʼminuna ʼila ʼahlihim ʼabadan wa zuyyina ḏalika fi qulubikum wa ḏ̣anantum ḏ̣anna as-sawʼi wa kuntum qawman buran.
48,13,Wa man lam yuʼmin Billahi wa rasulihi faʼinna ʼaɛtadna lilkafirina saɛiran.
48,14,Wa Lillahi mulku as-samawati wa al-ʼarḍi yaɣfiru liman yacaʼu wa yuɛaḏḏibu man yacaʼu wa kana Allahu ɣafuran raḥiman.
48,15,Sayaqulu al-muxallafuna ʼiḏa anṭalaqtum ʼila maɣanima litaʼxuḏuha ḏaruna nattabiɛkum yuriduna ʼan yubaddilu kalama Allahi qul lan tattabiɛuna kaḏalikum qala Allahu min qablu fasayaquluna bal taḥsudunana bal kanu la yafqahuna ʼilla qalilan.
48,16,Qul lilmuxallafina mina al-ʼaɛrabi satudɛawna ʼila qawmin ʼuli baʼsin cadidin tuqatilunahum ʼaw yuslimuna faʼin tuṭiɛu yuʼtikum Allahu ʼajran ḥasanan wa ʼin tatawallaw kama tawallaytum min qablu yuɛaḏḏibkum ɛaḏaban ʼaliman.
48,17,Laysa ɛala al-ʼaɛma ḥarajun wa la ɛala al-ʼaɛraji ḥarajun wa la ɛala al-mariḍi ḥarajun wa man yuṭiɛ Allaha wa rasulahu yudxilhu jannatin tajri min taḥtiha al-ʼanharu wa man yatawalla yuɛaḏḏibhu ɛaḏaban ʼaliman.
48,18,Laqad raḍiya Allahu ɛan al-muʼminina ʼiḏ yubayiɛunaka taḥta ac-cajarati faɛalima ma fi qulubihim faʼanzala as-sakinata ɛalayhim wa ʼaṯabahum fatḥan qariban.
48,19,Wa maɣanima kaṯiratan yaʼxuḏunaha wa kana Allahu ɛazizan ḥakiman.
48,20,Waɛadakumu Allahu maɣanima kaṯiratan taʼxuḏunaha faɛajjala lakum haḏihi wa kaffa ʼaydiya an-nasi ɛankum wa litakuna ʼayatan lilmuʼminina wa yahdiyakum ṣiraṭan mustaqiman.
48,21,Wa ʼuxra lam taqdiru ɛalayha qad ʼaḥaṭa Allahu biha wa kana Allahu ɛala kulli cayʼin qadiran.
48,22,Wa law qatalakumu al-laḏina kafaru lawallaw al-ʼadbara ṯumma la yajiduna waliyan wa la naṣiran.
48,23,Sunnata Allahi allati qad xalat min qablu wa lan tajida lisunnati Allahi tabdilan.
48,24,Wa huwa al-laḏi kaffa ʼaydiyahum ɛankum wa ʼaydiyakum ɛanhum bibaṭni makkata min baɛdi ʼan ʼaḏ̣farakum ɛalayhim wa kana Allahu bima taɛmaluna baṣiran.
48,25,Hum al-laḏina kafaru wa ṣaddukum ɛan al-masjidi al-ḥarami wa al-hadya maɛkufan ʼan yabluɣa maḥillahu wa lawla rijalun muʼminuna wa nisaʼun muʼminatun lam taɛlamuhum ʼan taṭaʼuhum fatuṣibakum minhum maɛarratun biɣayri ɛilmin liyudxila Allahu fi raḥmatihi man yacaʼu law tazayyalu laɛaḏḏabna al-laḏina kafaru minhum ɛaḏaban ʼaliman.
48,26,ʼiḏ jaɛala al-laḏina kafaru fi qulubihimu al-ḥamiyata ḥamiyata al-jahiliyati faʼanzala Allahu sakinatahu ɛala rasulihi wa ɛala al-muʼminina wa ʼalzamahum kalimata at-taqwa wa kanu ʼaḥaqqa biha wa ʼahlaha wa kana Allahu bikulli cayʼin ɛaliman.
48,27,Laqad ṣadaqa Allahu rasulahu ar-ruʼya bil-ḥaqqi latadxulunna al-masjida al-ḥarama ʼin caʼa Allahu ʼaminina muḥalliqina ruʼsakum wa muqaṣṣirina la taxafuna faɛalima ma lam taɛlamu fajaɛala min duni ḏalika fatḥan qariban.
48,28,Huwa al-laḏi ʼarsala rasulahu bil-huda wa dini al-ḥaqqi liyuḏ̣hirahu ɛala ad-dini kullihi wa kafa Billahi cahidan.
48,29,Muḥammadun rasulu Allahi wa al-laḏina maɛahu ʼaciddaʼu ɛala al-kuffari ruḥamaʼu baynahum tarahum rukkaɛan sujjadan yabtaɣuna faḍlan mina Allahi wa riḍwanan simahum fi wujuhihim min ʼaṯari as-sujudi ḏalika maṯaluhum fi at-tawrati wa maṯaluhum fi al-ʼinjili kazarɛin ʼaxraja caṭʼahu faʼazarahu fastaɣlaḏ̣a fastawa ɛala suqihi yuɛjibu az-zurraɛa liyaɣiḏ̣a bihim al-kuffara waɛada Allahu al-laḏina ʼamanu wa ɛamilu aṣ-ṣaliḥati minhum maɣfiratan wa ʼajran ɛaḏ̣iman.
49,1,Ya ʼayyuha al-laḏina ʼamanu la tuqaddimu bayna yaday Allahi wa rasulihi wa attaqu Allaha ʼinna Allaha samiɛun ɛalimun.
49,2,Ya ʼayyuha al-laḏina ʼamanu la tarfaɛu ʼaṣwatakum fawqa ṣawti an-nabiyi wa la tajharu lahu bil-qawli kajahri baɛḍikum libaɛḍin ʼan taḥbaṭa ʼaɛmalukum wa ʼantum la tacɛurun.
49,3,ʼinna al-laḏina yaɣuḍḍuna ʼaṣwatahum ɛinda rasuli Allahi ʼulaʼika al-laḏina amtaḥana Allahu qulubahum lilttaqwa lahum maɣfiratun wa ʼajrun ɛaḏ̣imun.
49,4,ʼinna al-laḏina yunadunaka min waraʼi al-ḥujurati ʼakṯaruhum la yaɛqilun.
49,5,Wa law ʼannahum ṣabaru ḥatta taxruja ʼilayhim lakana xayran lahum wa Allahu ɣafurun raḥimun.
49,6,Ya ʼayyuha al-laḏina ʼamanu ʼin jaʼakum fasiqun binabaʼiin fatabayyanu ʼan tuṣibu qawman bijahalatin fatuṣbiḥu ɛala ma faɛaltum nadimin.
49,7,Wa aɛlamu ʼanna fikum rasula Allahi law yuṭiɛukum fi kaṯirin mina al-ʼamri laɛanittum wa lakinna Allaha ḥabbaba ʼilaykum al-ʼimana wa zayyanahu fi qulubikum wa karraha ʼilaykumu al-kufra wa al-fusuqa wa al-ɛiṣyana ʼulaʼika hum ar-racidun.
49,8,Faḍlan mina Allahi wa niɛmatan wa Allahu ɛalimun ḥakimun.
49,9,Wa ʼin ṭaʼifatani mina al-muʼminina aqtatalu faʼaṣliḥu baynahuma faʼin baɣat ʼiḥdahuma ɛala al-ʼuxra faqatilu allati tabɣi ḥatta tafiʼa ʼila ʼamri Allahi faʼin faʼat faʼaṣliḥu baynahuma bil-ɛadli wa ʼaqsiṭu ʼinna Allaha yuḥibbu al-muqsiṭin.
49,10,ʼinnama al-muʼminuna ʼixwatun faʼaṣliḥu bayna ʼaxawaykum wa attaqu Allaha laɛallakum turḥamun.
49,11,Ya ʼayyuha al-laḏina ʼamanu la yasxar qawmun min qawmin ɛasa ʼan yakunu xayran minhum wa la nisaʼun min nisaʼin ɛasa ʼan yakunna xayran minhunna wa la talmizu ʼanfusakum wa la tanabazu bil-ʼalqabi biʼsa al-aismu al-fusuqu baɛda al-ʼimani wa man lam yatub faʼulaʼika humu aḏ̣-ḏ̣alimun.
49,12,Ya ʼayyuha al-laḏina ʼamanu ajtanibu kaṯiran mina aḏ̣-ḏ̣anni ʼinna baɛḍa aḏ̣-ḏ̣anni ʼiṯmun wa la tajassasu wa la yaɣtab baɛḍukum baɛḍan ʼayuḥibbu ʼaḥadukum ʼan yaʼkula laḥma ʼaxihi maytan fakarihtumuhu wa attaqu Allaha ʼinna Allaha tawwabun raḥimun.
49,13,Ya ʼayyuha an-nasu ʼinna xalaqnakum min ḏakarin wa ʼunṯa wa jaɛalnakum cuɛuban wa qabaʼila litaɛarafu ʼinna ʼakramakum ɛinda Allahi ʼatqakum ʼinna Allaha ɛalimun xabirun.
49,14,Qalat al-ʼaɛrabu ʼamanna qul lam tuʼminu wa lakin qulu ʼaslamna wa lamma yadxuli al-ʼimanu fi qulubikum wa ʼin tuṭiɛu Allaha wa rasulahu la yalitkum min ʼaɛmalikum cayʼan ʼinna Allaha ɣafurun raḥimun.
49,15,ʼinnama al-muʼminuna al-laḏina ʼamanu Billahi wa rasulihi ṯumma lam yartabu wa jahadu biʼamwalihim wa ʼanfusihim fi sabili Allahi ʼulaʼika humu aṣ-ṣadiqun.
49,16,Qul ʼatuɛallimuna Allaha bidinikum wa Allahu yaɛlamu ma fi as-samawati wa ma fi al-ʼarḍi wa Allahu bikulli cayʼin ɛalimun.
49,17,Yamunnuna ɛalayka ʼan ʼaslamu qul la tamunnu ɛalayya ʼislamakum bal Allahu yamunnu ɛalaykum ʼan hadakum lilʼimani ʼin kuntum ṣadiqin.
49,18,ʼinna Allaha yaɛlamu ɣayba as-samawati wa al-ʼarḍi wa Allahu baṣirun bima taɛmalun.
50,1,Qaf wa al-qurʼani al-majid.
50,2,Bal ɛajibu ʼan jaʼahum munḏirun minhum faqala al-kafiruna haḏa cayʼun ɛajibun.
50,3,ʼaʼiḏa mitna wa kunna turaban ḏalika rajɛun baɛidun.
50,4,Qad ɛalimna ma tanquṣu al-ʼarḍu minhum wa ɛindana kitabun ḥafiḏ̣un.
50,5,Bal kaḏḏabu bil-ḥaqqi lamma jaʼahum fahum fi ʼamrin marijin.
50,6,ʼafalam yanḏ̣uru ʼila as-samaʼi fawqahum kayfa banaynaha wa zayyannaha wa ma laha min furujin.
50,7,Wa al-ʼarḍa madadnaha wa ʼalqayna fiha rawasiya wa ʼanbatna fiha min kulli zawjin bahijin.
50,8,Tabṣiratan wa ḏikra likulli ɛabdin munibin.
50,9,Wa nazzalna mina as-samaʼi maʼan mubarakan faʼanbatna bihi jannatin wa ḥabba al-ḥaṣid.
50,10,Wa an-naxla basiqatin laha ṭalɛun naḍidun.
50,11,Rizqan lilɛibadi wa ʼaḥyayna bihi baldatan maytan kaḏalika al-xuruj.
50,12,Kaḏḏabat qablahum qawmu nuḥin wa ʼaṣḥabu ar-rassi wa ṯamud.
50,13,Wa ɛadun wa firɛawnu wa ʼixwanu luṭin.
50,14,Wa ʼaṣḥabu al-ʼaykati wa qawmu tubbaɛin kullun kaḏḏaba ar-rusula faḥaqqa waɛid.
50,15,ʼafaɛayina bil-xalqi al-ʼawwali bal hum fi labsin min xalqin jadidin.
50,16,Wa laqad xalaqna al-ʼinsana wa naɛlamu ma tuwaswisu bihi nafsuhu wa naḥnu ʼaqrabu ʼilayhi min ḥabli al-warid.
50,17,ʼiḏ yatalaqqa al-mutalaqqiyani ɛan al-yamini wa ɛan ac-cimali qaɛidun.
50,18,Ma yalfiḏ̣u min qawlin ʼilla ladayhi raqibun ɛatidun.
50,19,Wa jaʼat sakratu al-mawti bil-ḥaqqi ḏalika ma kunta minhu taḥid.
50,20,Wa nufixa fi aṣ-ṣuri ḏalika yawmu al-waɛid.
50,21,Wa jaʼat kullu nafsin maɛaha saʼiqun wa cahidun.
50,22,Laqad kunta fi ɣaflatin min haḏa fakacafna ɛanka ɣiṭaʼaka fabaṣaruka al-yawma ḥadidun.
50,23,Wa qala qarinuhu haḏa ma ladayya ɛatidun.
50,24,ʼalqiya fi jahannama kulla kaffarin ɛanidin.
50,25,Mannaɛin lilxayri muɛtadin muribin.
50,26,Al-laḏi jaɛala maɛa Allahi ʼilahan ʼaxara faʼalqiyahu fi al-ɛaḏabi ac-cadid.
50,27,Qala qarinuhu rabbana ma ʼaṭɣaytuhu wa lakin kana fi ḍalalin baɛidin.
50,28,Qala la taxtaṣimu ladayya wa qad qaddamtu ʼilaykum bil-waɛid.
50,29,Ma yubaddalu al-qawlu ladayya wa ma ʼana biḏ̣allamin lilɛabid.
50,30,Yawma naqulu lijahannama hal amtalaʼti wa taqulu hal min mazidin.
50,31,Wa ʼuzlifat al-jannatu lilmuttaqina ɣayra baɛidin.
50,32,Haḏa ma tuɛaduna likulli ʼawwabin ḥafiḏ̣in.
50,33,Man xaciya ar-raḥmana bil-ɣaybi wa jaʼa biqalbin munibin.
50,34,Adxuluha bisalamin ḏalika yawmu al-xulud.
50,35,Lahum ma yacaʼuna fiha wa ladayna mazidun.
50,36,Wa kam ʼahlakna qablahum min qarnin hum ʼacaddu minhum baṭcan fanaqqabu fi al-biladi hal min maḥiṣin.
50,37,ʼinna fi ḏalika laḏikra liman kana lahu qalbun ʼaw ʼalqa as-samɛa wa huwa cahidun.
50,38,Wa laqad xalaqna as-samawati wa al-ʼarḍa wa ma baynahuma fi sittati ʼayyamin wa ma massana min luɣubin.
50,39,Faṣbir ɛala ma yaquluna wa sabbiḥ biḥamdi rabbika qabla ṭuluɛi ac-camsi wa qabla al-ɣurub.
50,40,Wa mina al-layli fasabbiḥhu wa ʼadbara as-sujud.
50,41,Wa astamiɛ yawma yunadi al-munadi min makanin qaribin.
50,42,Yawma yasmaɛuna aṣ-ṣayḥata bil-ḥaqqi ḏalika yawmu al-xuruj.
50,43,ʼinna naḥnu nuḥyi wa numitu wa ʼilayna al-maṣir.
50,44,Yawma tacaqqaqu al-ʼarḍu ɛanhum siraɛan ḏalika ḥacrun ɛalayna yasirun.
50,45,Naḥnu ʼaɛlamu bima yaquluna wa ma ʼanta ɛalayhim bijabbarin faḏakkir bil-qurʼani man yaxafu waɛid.
51,1,Wa aḏ-ḏariyati ḏarwan.
51,2,Falḥamilati wiqran.
51,3,Faljariyati yusran.
51,4,Falmuqassimati ʼamran.
51,5,ʼinnama tuɛaduna laṣadiqun.
51,6,Wa ʼinna ad-dina lawaqiɛun.
51,7,Wa as-samaʼi ḏati al-ḥubuk.
51,8,ʼinnakum lafi qawlin muxtalifin.
51,9,Yuʼfaku ɛanhu man ʼufik.
51,10,Qutila al-xarraṣun.
51,11,Al-laḏina hum fi ɣamratin sahun.
51,12,Yasʼaluna ʼayyana yawmu ad-din.
51,13,Yawma hum ɛala an-nari yuftanun.
51,14,Ḏuqu fitnatakum haḏa al-laḏi kuntum bihi tastaɛjilun.
51,15,ʼinna al-muttaqina fi jannatin wa ɛuyunin.
51,16,ʼaxiḏina ma ʼatahum rabbuhum ʼinnahum kanu qabla ḏalika muḥsinin.
51,17,Kanu qalilan mina al-layli ma yahjaɛun.
51,18,Wa bil-ʼasḥari hum yastaɣfirun.
51,19,Wa fi ʼamwalihim ḥaqqun lilssaʼili wa al-maḥrum.
51,20,Wa fi al-ʼarḍi ʼayatun lilmuqinin.
51,21,Wa fi ʼanfusikum ʼafala tubṣirun.
51,22,Wa fi as-samaʼi rizqukum wa ma tuɛadun.
51,23,Fawarabbi as-samaʼi wa al-ʼarḍi ʼinnahu laḥaqqun miṯla ma ʼannakum tanṭiqun.
51,24,Hal ʼataka ḥadiṯu ḍayfi ʼibrahima al-mukramin.
51,25,ʼiḏ daxalu ɛalayhi faqalu salaman qala salamun qawmun munkarun.
51,26,Faraɣa ʼila ʼahlihi fajaʼa biɛijlin saminin.
51,27,Faqarrabahu ʼilayhim qala ʼala taʼkulun.
51,28,Faʼawjasa minhum xifatan qalu la taxaf wa baccaruhu biɣulamin ɛalimin.
51,29,Faʼaqbalat amraʼatuhu fi ṣarratin faṣakkat wajhaha wa qalat ɛajuzun ɛaqimun.
51,30,Qalu kaḏaliki qala rabbuki ʼinnahu huwa al-ḥakimu al-ɛalim.
51,31,Qala fama xaṭbukum ʼayyuha al-mursalun.
51,32,Qalu ʼinna ʼursilna ʼila qawmin mujrimin.
51,33,Linursila ɛalayhim ḥijaratan min ṭinin.
51,34,Musawwamatan ɛinda rabbika lilmusrifin.
51,35,Faʼaxrajna man kana fiha mina al-muʼminin.
51,36,Fama wajadna fiha ɣayra baytin mina al-muslimin.
51,37,Wa tarakna fiha ʼayatan lillaḏina yaxafuna al-ɛaḏaba al-ʼalim.
51,38,Wa fi musa ʼiḏ ʼarsalnahu ʼila firɛawna bisulṭanin mubinin.
51,39,Fatawalla biruknihi wa qala saḥirun ʼaw majnunun.
51,40,Faʼaxaḏnahu wa junudahu fanabaḏnahum fi al-yammi wa huwa mulimun.
51,41,Wa fi ɛadin ʼiḏ ʼarsalna ɛalayhimu ar-riḥa al-ɛaqim.
51,42,Ma taḏaru min cayʼin ʼatat ɛalayhi ʼilla jaɛalat/hu kalrramim.
51,43,Wa fi ṯamuda ʼiḏ qila lahum tamattaɛu ḥatta ḥinin.
51,44,Faɛataw ɛan ʼamri rabbihim faʼaxaḏat/hum aṣ-ṣaɛiqatu wa hum yanḏ̣urun.
51,45,Fama astaṭaɛu min qiyamin wa ma kanu muntaṣirin.
51,46,Wa qawma nuḥin min qablu ʼinnahum kanu qawman fasiqin.
51,47,Wa as-samaʼa banaynaha biʼayydin wa ʼinna lamusiɛun.
51,48,Wa al-ʼarḍa faracnaha faniɛma al-mahidun.
51,49,Wa min kulli cayʼin xalaqna zawjayni laɛallakum taḏakkarun.
51,50,Fafirru ʼila Allahi ʼinni lakum minhu naḏirun mubinun.
51,51,Wa la tajɛalu maɛa Allahi ʼilahan ʼaxara ʼinni lakum minhu naḏirun mubinun.
51,52,Kaḏalika ma ʼata al-laḏina min qablihim min rasulin ʼilla qalu saḥirun ʼaw majnunun.
51,53,ʼatawaṣaw bihi bal hum qawmun ṭaɣun.
51,54,Fatawalla ɛanhum fama ʼanta bimalumin.
51,55,Wa ḏakkir faʼinna aḏ-ḏikra tanfaɛu al-muʼminin.
51,56,Wa ma xalaqtu al-jinna wa al-ʼinsa ʼilla liyaɛbudun.
51,57,Ma ʼuridu minhum min rizqin wa ma ʼuridu ʼan yuṭɛimun.
51,58,ʼinna Allaha huwa ar-razzaqu ḏu al-quwati al-matin.
51,59,Faʼinna lillaḏina ḏ̣alamu ḏanuban miṯla ḏanubi ʼaṣḥabihim fala yastaɛjilun.
51,60,Fawaylun lillaḏina kafaru min yawmihim al-laḏi yuɛadun.
52,1,Wa aṭ-ṭur.
52,2,Wa kitabin masṭurin.
52,3,Fi raqqin mancurin.
52,4,Wa al-bayti al-maɛmur.
52,5,Wa as-saqfi al-marfuɛ.
52,6,Wa al-baḥri al-masjur.
52,7,ʼinna ɛaḏaba rabbika lawaqiɛun.
52,8,Ma lahu min dafiɛin.
52,9,Yawma tamuru as-samaʼu mawran.
52,10,Wa tasiru al-jibalu sayran.
52,11,Fawaylun yawmaʼiḏin lilmukaḏḏibin.
52,12,Al-laḏina hum fi xawḍin yalɛabun.
52,13,Yawma yudaɛɛuna ʼila nari jahannama daɛɛan.
52,14,Haḏihi an-naru allati kuntum biha tukaḏḏibun.
52,15,ʼafasiḥrun haḏa ʼam ʼantum la tubṣirun.
52,16,Aṣlawha faṣbiru ʼaw la taṣbiru sawaʼun ɛalaykum ʼinnama tujzawna ma kuntum taɛmalun.
52,17,ʼinna al-muttaqina fi jannatin wa naɛimin.
52,18,Fakihina bima ʼatahum rabbuhum wa waqahum rabbuhum ɛaḏaba al-jaḥim.
52,19,Kulu wa acrabu haniʼan bima kuntum taɛmalun.
52,20,Muttakiʼina ɛala sururin maṣfufatin wa zawwajnahum biḥurin ɛinin.
52,21,Wa al-laḏina ʼamanu wa attabaɛat/hum ḏurriyatuhum biʼimanin ʼalḥaqna bihim ḏurriyatahum wa ma ʼalatnahum min ɛamalihim min cayʼin kullu amriʼin bima kasaba rahinun.
52,22,Wa ʼamdadnahum bifakihatin wa laḥmin mimma yactahun.
52,23,Yatanazaɛuna fiha kaʼsan la laɣwun fiha wa la taʼṯimun.
52,24,Wa yaṭufu ɛalayhim ɣilmanun lahum kaʼannahum luʼluʼun maknunun.
52,25,Wa ʼaqbala baɛḍuhum ɛala baɛḍin yatasaʼalun.
52,26,Qalu ʼinna kunna qablu fi ʼahlina mucfiqin.
52,27,Famanna Allahu ɛalayna wa waqana ɛaḏaba as-samum.
52,28,ʼinna kunna min qablu nadɛuhu ʼinnahu huwa al-barru ar-raḥim.
52,29,Faḏakkir fama ʼanta biniɛmati rabbika bikahinin wa la majnunin.
52,30,ʼam yaquluna caɛirun natarabbaṣu bihi rayba al-manun.
52,31,Qul tarabbaṣu faʼinni maɛakum mina al-mutarabbiṣin.
52,32,ʼam taʼmuruhum ʼaḥlamuhum bihaḏa ʼam hum qawmun ṭaɣun.
52,33,ʼam yaquluna taqawwalahu bal la yuʼminun.
52,34,Falyaʼtu biḥadiṯin miṯlihi ʼin kanu ṣadiqin.
52,35,ʼam xuliqu min ɣayri cayʼin ʼam humu al-xaliqun.
52,36,ʼam xalaqu as-samawati wa al-ʼarḍa bal la yuqinun.
52,37,ʼam ɛindahum xazaʼinu rabbika ʼam humu al-musayṭirun.
52,38,ʼam lahum sullamun yastamiɛuna fihi falyaʼti mustamiɛuhum bisulṭanin mubinin.
52,39,ʼam lahu al-banatu wa lakum al-banun.
52,40,ʼam tasʼaluhum ʼajran fahum min maɣramin muṯqalun.
52,41,ʼam ɛindahum al-ɣaybu fahum yaktubun.
52,42,ʼam yuriduna kaydan fa-al-laḏina kafaru hum al-makidun.
52,43,ʼam lahum ʼilahun ɣayru Allahi subḥana Allahi ɛamma yucrikun.
52,44,Wa ʼin yaraw kisfan mina as-samaʼi saqiṭan yaqulu saḥabun markumun.
52,45,Faḏarhum ḥatta yulaqu yawmahumu al-laḏi fihi yuṣɛaqun.
52,46,Yawma la yuɣni ɛanhum kayduhum cayʼan wa la hum yunṣarun.
52,47,Wa ʼinna lillaḏina ḏ̣alamu ɛaḏaban duna ḏalika wa lakinna ʼakṯarahum la yaɛlamun.
52,48,Wa aṣbir liḥukmi rabbika faʼinnaka biʼaɛyunina wa sabbiḥ biḥamdi rabbika ḥina taqum.
52,49,Wa mina al-layli fasabbiḥhu wa ʼidbara an-nujum.
53,1,Wa an-najmi ʼiḏa hawa
53,2,Ma ḍalla ṣaḥibukum wa ma ɣawa
53,3,Wa ma yanṭiqu ɛan al-hawa
53,4,ʼin huwa ʼilla waḥyun yuḥa
53,5,Ɛallamahu cadidu al-quwa
53,6,Ḏu mirratin fastawa
53,7,Wa huwa bil-ʼufuqi al-ʼaɛla
53,8,Ṯumma dana fatadalla
53,9,Fakana qaba qawsayni ʼaw ʼadna
53,10,Faʼawḥa ʼila ɛabdihi ma ʼawḥa
53,11,Ma kaḏaba al-fuʼadu ma raʼa
53,12,ʼafatumarunahu ɛala ma yara
53,13,Wa laqad raʼahu nazlatan ʼuxra
53,14,Ɛinda sidrati al-muntaha
53,15,Ɛindaha jannatu al-maʼwa
53,16,ʼiḏ yaɣca as-sidrata ma yaɣca
53,17,Ma zaɣa al-baṣaru wa ma ṭaɣa
53,18,Laqad raʼa min ʼayati rabbihi al-kubra
53,19,ʼafaraʼaytumu al-lata wa al-ɛuzza
53,20,Wa manata aṯ-ṯaliṯata al-ʼuxra
53,21,ʼalakumu aḏ-ḏakaru wa lahu al-ʼunṯa
53,22,Tilka ʼiḏan qismatun ḍiza
53,23,ʼin hiya ʼilla ʼasmaʼun sammaytumuha ʼantum wa ʼabaʼuukum ma ʼanzala Allahu biha min sulṭanin ʼin yattabiɛuna ʼilla aḏ̣-ḏ̣anna wa ma tahwa al-ʼanfusu wa laqad jaʼahum min rabbihimu al-huda
53,24,ʼam lilʼinsani ma tamanna
53,25,Falillahi al-ʼaxiratu wa al-ʼula
53,26,Wa kam min malakin fi as-samawati la tuɣni cafaɛatuhum cayʼan ʼilla min baɛdi ʼan yaʼḏana Allahu liman yacaʼu wa yarḍa
53,27,ʼinna al-laḏina la yuʼminuna bil-ʼaxirati layusammuna al-malaʼikata tasmiyata al-ʼunṯa
53,28,Wa ma lahum bihi min ɛilmin ʼin yattabiɛuna ʼilla aḏ̣-ḏ̣anna wa ʼinna aḏ̣-ḏ̣anna la yuɣni mina al-ḥaqqi cayʼan
53,29,Faʼaɛriḍ ɛan man tawalla ɛan ḏikrina wa lam yurid ʼilla al-ḥayata ad-dunya
53,30,Ḏalika mablaɣuhum mina al-ɛilmi ʼinna rabbaka huwa ʼaɛlamu biman ḍalla ɛan sabilihi wa huwa ʼaɛlamu biman ahtada
53,31,Wa Lillahi ma fi as-samawati wa ma fi al-ʼarḍi liyajziya al-laḏina ʼasaʼu bima ɛamilu wa yajziya al-laḏina ʼaḥsanu bil-ḥusna
